time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s)
16.131,-0.4715,-2.0014,0.3381,-1.6035,-6.9284,4.8076,-1.7055,1.2336,1.0621,849.1321,-0.66,54.54,71.82,0,-46.051,73.834,54.361,49.17433152,-121.6778092,0
16.133,-0.4715,-2.0014,0.3381,-1.6035,-6.9284,4.8076,-1.7055,1.2336,1.0621,849.1321,-0.66,54.54,71.82,0,-46.051,73.834,54.361,49.17433152,-121.6778092,0
16.143,-0.4715,-2.0014,0.3381,-5.8239,-9.9283,4.2735,-1.7055,1.2336,1.0621,849.1321,-0.66,54.54,71.82,0,-46.051,73.834,54.361,49.17433152,-121.6778092,0
16.191,-0.1446,-0.5717,0.167,-5.8239,-9.9283,4.2735,-1.7055,1.2336,1.0621,849.1321,-0.66,54.54,71.82,0,-33.336,68.87,40.886,49.17433152,-121.6778092,0
16.201,-0.1446,-0.5717,0.167,-5.8239,-9.9283,4.2735,-1.7055,1.2336,1.0621,849.1321,-0.54,53.94,72.12,0,-33.528,68.87,40.886,49.17433152,-121.6778092,0
16.208,-0.1446,-0.5717,0.167,-5.8239,-9.9283,4.2735,-0.8043,1.7907,1.5287,849.1321,-0.54,53.94,72.12,0,-33.528,68.87,40.886,49.17433152,-121.6778092,0
16.213,-0.1446,-0.5717,0.167,-1.865,4.1185,2.8459,-0.8043,1.7907,1.5287,849.1321,-0.54,53.94,72.12,0,-33.528,68.87,40.886,49.17433152,-121.6778092,0
16.247,-0.1715,-0.0929,0.0644,-1.865,4.1185,2.8459,-0.8043,1.7907,1.5287,849.1321,-0.54,53.94,72.12,0,-48.382,26.888,69.408,49.17433152,-121.6778092,0
16.252,-0.1715,-0.0929,0.0644,-1.865,4.1185,2.8459,-0.8043,1.7907,1.5287,849.1321,-0.24,53.28,72.6,0,-48.921,26.888,69.408,49.17433152,-121.6778092,0
16.255,-0.1715,-0.0929,0.0644,-1.865,4.1185,2.8459,-0.3995,2.0613,1.175,849.1321,-0.24,53.28,72.6,0,-48.921,26.888,69.408,49.17433152,-121.6778092,0
16.262,-0.1715,-0.0929,0.0644,-1.6004,8.7975,2.0169,-0.3995,2.0613,1.175,849.1321,-0.24,53.28,72.6,0,-48.921,26.888,69.408,49.17433152,-121.6778092,0
16.303,0.0269,-0.1564,0.1446,-1.6004,8.7975,2.0169,-0.3995,2.0613,1.175,849.1321,-0.24,53.28,72.6,0,8.679,46.769,-10.53,49.17433152,-121.6778092,0
16.305,0.0269,-0.1564,0.1446,-1.6004,8.7975,2.0169,-0.3995,2.0613,1.175,849.1321,0.12,52.62,73.14,0,8.519,46.769,-10.53,49.17433152,-121.6778092,0
16.306,0.0269,-0.1564,0.1446,-1.6004,8.7975,2.0169,-0.2929,2.155,1.1878,849.1321,0.12,52.62,73.14,0,8.519,46.769,-10.53,49.17433152,-121.6778092,0
16.308,0.0269,-0.1564,0.1446,-1.6004,8.7975,2.0169,-0.2929,2.155,1.1878,848.6672,0.12,52.62,73.14,0,8.519,46.769,-10.53,49.17433152,-121.6778092,0
16.31,0.0269,-0.1564,0.1446,-1.6004,8.7975,2.0169,-0.2929,2.155,1.1878,848.6672,0.12,52.62,73.14,0,8.519,46.769,-10.53,49.17433152,-121.6778092,0
16.325,0.0269,-0.1564,0.1446,0.8054,8.1358,2.9634,-0.2929,2.155,1.1878,848.6672,0.12,52.62,73.14,0,8.519,46.769,-10.53,49.17433152,-121.6778092,0
16.368,0.4016,-0.368,0.3068,0.8054,8.1358,2.9634,-0.2929,2.155,1.1878,848.6672,0.12,52.62,73.14,0,40.186,36.058,-52.626,49.17433152,-121.6778092,0
16.375,0.4016,-0.368,0.3068,0.8054,8.1358,2.9634,-0.2929,2.155,1.1878,848.6672,0.6,51.9,73.8,0,40.349,36.058,-52.626,49.17433152,-121.6778092,0
16.377,0.4016,-0.368,0.3068,0.8054,8.1358,2.9634,-0.3494,1.3689,0.7883,848.6672,0.6,51.9,73.8,0,40.349,36.058,-52.626,49.17433152,-121.6778092,0
16.383,0.4016,-0.368,0.3068,4.2506,6.1035,4.3453,-0.3494,1.3689,0.7883,848.6672,0.6,51.9,73.8,0,40.349,36.058,-52.626,49.17433152,-121.6778092,0
16.424,1.3329,-1.0853,0.1968,4.2506,6.1035,4.3453,-0.3494,1.3689,0.7883,848.6672,0.6,51.9,73.8,0,56.89,38.85,-81.599,49.17433152,-121.6778092,0
16.425,1.3329,-1.0853,0.1968,4.2506,6.1035,4.3453,-0.3494,1.3689,0.7883,848.6672,1.32,51.12,74.64,0,57.195,38.85,-81.599,49.17433152,-121.6778092,0
16.428,1.3329,-1.0853,0.1968,4.2506,6.1035,4.3453,0.5358,0.4325,-1.1942,848.6672,1.32,51.12,74.64,0,57.195,38.85,-81.599,49.17433152,-121.6778092,0
16.442,1.3329,-1.0853,0.1968,11.9202,-0.9263,2.6993,0.5358,0.4325,-1.1942,848.6672,1.32,51.12,74.64,0,57.195,38.85,-81.599,49.17433152,-121.6778092,0
16.494,0.3381,-2.0014,-1.161,11.9202,-0.9263,2.6993,0.5358,0.4325,-1.1942,848.6672,1.32,51.12,74.64,0,147.376,58.859,-163.763,49.17433152,-121.6778092,0
16.507,0.3381,-2.0014,-1.161,11.9202,-0.9263,2.6993,0.5358,0.4325,-1.1942,848.6672,2.16,50.4,75.66,0,146.87,58.859,-163.763,49.17433152,-121.6778092,0
16.515,0.3381,-2.0014,-1.161,11.9202,-0.9263,2.6993,1.8078,2.4309,-1.9633,848.6672,2.16,50.4,75.66,0,146.87,58.859,-163.763,49.17433152,-121.6778092,0
16.522,0.3381,-2.0014,-1.161,11.9202,-0.9263,2.6993,1.8078,2.4309,-1.9633,849.1377,2.16,50.4,75.66,0,146.87,58.859,-163.763,49.17433152,-121.6778092,0
16.529,0.3381,-2.0014,-1.161,11.9202,-0.9263,2.6993,1.8078,2.4309,-1.9633,849.1377,2.16,50.4,75.66,0,146.87,58.859,-163.763,49.17433152,-121.6778092,0
16.535,0.3381,-2.0014,-1.161,1.2021,-10.038,-11.5387,1.8078,2.4309,-1.9633,849.1377,2.16,50.4,75.66,0,146.87,58.859,-163.763,49.17433152,-121.6778092,0
16.543,0.408,-1.16,-0.1427,1.2021,-10.038,-11.5387,1.8078,2.4309,-1.9633,849.1377,2.16,50.4,75.66,0,93.098,69.564,-109.282,49.17433152,-121.6778092,0
16.545,0.408,-1.16,-0.1427,1.2021,-10.038,-11.5387,1.8078,2.4309,-1.9633,849.1377,3,49.68,76.8,0,92.933,69.564,-109.282,49.17433152,-121.6778092,0
16.546,0.408,-1.16,-0.1427,1.2021,-10.038,-11.5387,-0.9545,0.0373,-0.3579,849.1377,3,49.68,76.8,0,92.933,69.564,-109.282,49.17433152,-121.6778092,0
16.566,0.408,-1.16,-0.1427,1.9677,-1.7803,-1.0562,-0.9545,0.0373,-0.3579,849.1377,3,49.68,76.8,0,92.933,69.564,-109.282,49.17433152,-121.6778092,0
16.608,0.3015,-0.6426,-0.047,1.9677,-1.7803,-1.0562,-0.9545,0.0373,-0.3579,849.1377,3,49.68,76.8,0,80.113,64.601,-98.855,49.17433152,-121.6778092,0
16.613,0.3015,-0.6426,-0.047,1.9677,-1.7803,-1.0562,-0.9545,0.0373,-0.3579,849.1377,3.78,48.96,77.94,0,80.105,64.601,-98.855,49.17433152,-121.6778092,0
16.618,0.3015,-0.6426,-0.047,1.9677,-1.7803,-1.0562,-0.6338,0.2514,-0.2716,849.1377,3.78,48.96,77.94,0,80.105,64.601,-98.855,49.17433152,-121.6778092,0
16.632,0.3015,-0.6426,-0.047,0.9842,3.2782,0.3119,-0.6338,0.2514,-0.2716,849.1377,3.78,48.96,77.94,0,80.105,64.601,-98.855,49.17433152,-121.6778092,0
16.662,0.344,-0.8239,0.0713,0.9842,3.2782,0.3119,-0.6338,0.2514,-0.2716,849.1377,3.78,48.96,77.94,0,63.813,66.907,-78.293,49.17433152,-121.6778092,0
16.666,0.344,-0.8239,0.0713,0.9842,3.2782,0.3119,-0.6338,0.2514,-0.2716,849.1377,4.38,48.24,79.14,0,63.835,66.907,-78.293,49.17433152,-121.6778092,0
16.667,0.344,-0.8239,0.0713,0.9842,3.2782,0.3119,-0.4059,0.7638,-0.3633,849.1377,4.38,48.24,79.14,0,63.835,66.907,-78.293,49.17433152,-121.6778092,0
16.669,0.344,-0.8239,0.0713,0.9842,3.2782,0.3119,-0.4059,0.7638,-0.3633,849.4978,4.38,48.24,79.14,0,63.835,66.907,-78.293,49.17433152,-121.6778092,0
16.671,0.344,-0.8239,0.0713,0.9842,3.2782,0.3119,-0.4059,0.7638,-0.3633,849.4978,4.38,48.24,79.14,0,63.835,66.907,-78.293,49.17433152,-121.6778092,0
16.681,0.344,-0.8239,0.0713,1.371,1.4544,1.8746,-0.4059,0.7638,-0.3633,849.4978,4.38,48.24,79.14,0,63.835,66.907,-78.293,49.17433152,-121.6778092,0
16.725,0.2116,-1.2006,-0.1427,1.371,1.4544,1.8746,-0.4059,0.7638,-0.3633,849.4978,4.38,48.24,79.14,0,113.585,77.999,-124.006,49.17433152,-121.6778092,0
16.728,0.2116,-1.2006,-0.1427,1.371,1.4544,1.8746,-0.4059,0.7638,-0.3633,849.4978,4.92,47.58,80.52,0,113.462,77.999,-124.006,49.17433152,-121.6778092,0
16.73,0.2116,-1.2006,-0.1427,1.371,1.4544,1.8746,0.2312,0.473,-0.1811,849.4978,4.92,47.58,80.52,0,113.462,77.999,-124.006,49.17433152,-121.6778092,0
16.744,0.2116,-1.2006,-0.1427,-0.2139,-2.2738,-0.4815,0.2312,0.473,-0.1811,849.4978,4.92,47.58,80.52,0,113.462,77.999,-124.006,49.17433152,-121.6778092,0
16.784,0.1539,-1.0007,-0.2072,-0.2139,-2.2738,-0.4815,0.2312,0.473,-0.1811,849.4978,4.92,47.58,80.52,0,132.653,75.536,-143.399,49.17433152,-121.6778092,0
16.787,0.1539,-1.0007,-0.2072,-0.2139,-2.2738,-0.4815,0.2312,0.473,-0.1811,849.4978,5.4,46.92,81.84,0,132.556,75.536,-143.399,49.17433152,-121.6778092,0
16.79,0.1539,-1.0007,-0.2072,-0.2139,-2.2738,-0.4815,-0.179,0.4314,0.3206,849.4978,5.4,46.92,81.84,0,132.556,75.536,-143.399,49.17433152,-121.6778092,0
16.803,0.1539,-1.0007,-0.2072,-0.7322,-0.289,-1.2875,-0.179,0.4314,0.3206,849.4978,5.4,46.92,81.84,0,132.556,75.536,-143.399,49.17433152,-121.6778092,0
16.843,0.3362,-0.5351,-0.0103,-0.7322,-0.289,-1.2875,-0.179,0.4314,0.3206,849.4978,5.4,46.92,81.84,0,71.509,57.849,-91.759,49.17433152,-121.6778092,0
16.845,0.3362,-0.5351,-0.0103,-0.7322,-0.289,-1.2875,-0.179,0.4314,0.3206,849.4978,5.82,46.32,83.22,0,71.797,57.849,-91.759,49.17433152,-121.6778092,0
16.847,0.3362,-0.5351,-0.0103,-0.7322,-0.289,-1.2875,-0.1076,0.8288,0.1907,849.4978,5.82,46.32,83.22,0,71.797,57.849,-91.759,49.17433152,-121.6778092,0
16.849,0.3362,-0.5351,-0.0103,-0.7322,-0.289,-1.2875,-0.1076,0.8288,0.1907,849.1558,5.82,46.32,83.22,0,71.797,57.849,-91.759,49.17433152,-121.6778092,0
16.85,0.3362,-0.5351,-0.0103,-0.7322,-0.289,-1.2875,-0.1076,0.8288,0.1907,849.1558,5.82,46.32,83.22,0,71.797,57.849,-91.759,49.17433152,-121.6778092,0
16.861,0.3362,-0.5351,-0.0103,1.6187,4.3921,0.612,-0.1076,0.8288,0.1907,849.1558,5.82,46.32,83.22,0,71.797,57.849,-91.759,49.17433152,-121.6778092,0
16.903,0.5839,-0.712,-0.0748,1.6187,4.3921,0.612,-0.1076,0.8288,0.1907,849.1558,5.82,46.32,83.22,0,72.78,50.416,-97.302,49.17433152,-121.6778092,0
16.907,0.5839,-0.712,-0.0748,1.6187,4.3921,0.612,-0.1076,0.8288,0.1907,849.1558,6.18,45.72,84.66,0,73.216,50.416,-97.302,49.17433152,-121.6778092,0
16.91,0.5839,-0.712,-0.0748,1.6187,4.3921,0.612,0.457,0.5113,0.3228,849.1558,6.18,45.72,84.66,0,73.216,50.416,-97.302,49.17433152,-121.6778092,0
16.924,0.5839,-0.712,-0.0748,5.2006,2.8126,-0.495,0.457,0.5113,0.3228,849.1558,6.18,45.72,84.66,0,73.216,50.416,-97.302,49.17433152,-121.6778092,0
16.965,0.3484,-1.1366,-0.368,5.2006,2.8126,-0.495,0.457,0.5113,0.3228,849.1558,6.18,45.72,84.66,0,118.227,65.97,-136.568,49.17433152,-121.6778092,0
16.974,0.3484,-1.1366,-0.368,5.2006,2.8126,-0.495,0.457,0.5113,0.3228,849.1558,6.48,45.12,86.04,0,118.467,65.97,-136.568,49.17433152,-121.6778092,0
16.98,0.3484,-1.1366,-0.368,5.2006,2.8126,-0.495,0.6562,-0.3888,0.4325,849.1558,6.48,45.12,86.04,0,118.467,65.97,-136.568,49.17433152,-121.6778092,0
16.987,0.3484,-1.1366,-0.368,3.735,-1.3761,-4.4808,0.6562,-0.3888,0.4325,849.1558,6.48,45.12,86.04,0,118.467,65.97,-136.568,49.17433152,-121.6778092,0
17.03,0.066,-1.2602,-0.0025,3.735,-1.3761,-4.4808,0.6562,-0.3888,0.4325,849.1558,6.48,45.12,86.04,0,86.306,87.002,-92.174,49.17433152,-121.6778092,0
17.036,0.066,-1.2602,-0.0025,3.735,-1.3761,-4.4808,0.6562,-0.3888,0.4325,849.1558,6.72,44.52,87.42,0,86.263,87.002,-92.174,49.17433152,-121.6778092,0
17.041,0.066,-1.2602,-0.0025,3.735,-1.3761,-4.4808,0.1534,-0.5635,0.7617,849.1558,6.72,44.52,87.42,0,86.263,87.002,-92.174,49.17433152,-121.6778092,0
17.048,0.066,-1.2602,-0.0025,3.735,-1.3761,-4.4808,0.1534,-0.5635,0.7617,848.9556,6.72,44.52,87.42,0,86.263,87.002,-92.174,49.17433152,-121.6778092,0
17.052,0.066,-1.2602,-0.0025,3.735,-1.3761,-4.4808,0.1534,-0.5635,0.7617,848.9556,6.72,44.52,87.42,0,86.263,87.002,-92.174,49.17433152,-121.6778092,0
17.056,0.066,-1.2602,-0.0025,1.6336,-2.6633,-1.1932,0.1534,-0.5635,0.7617,848.9556,6.72,44.52,87.42,0,86.263,87.002,-92.174,49.17433152,-121.6778092,0
17.082,-0.2663,-1.2279,0.3224,1.6336,-2.6633,-1.1932,0.1534,-0.5635,0.7617,848.9556,6.72,44.52,87.42,0,-39.39,71.194,39.554,49.17433152,-121.6778092,0
17.086,-0.2663,-1.2279,0.3224,1.6336,-2.6633,-1.1932,0.1534,-0.5635,0.7617,848.9556,6.84,43.86,88.74,0,-39.562,71.194,39.554,49.17433152,-121.6778092,0
17.089,-0.2663,-1.2279,0.3224,1.6336,-2.6633,-1.1932,-0.2546,0.7063,0.7308,848.9556,6.84,43.86,88.74,0,-39.562,71.194,39.554,49.17433152,-121.6778092,0
17.106,-0.2663,-1.2279,0.3224,-1.4694,-2.315,2.5169,-0.2546,0.7063,0.7308,848.9556,6.84,43.86,88.74,0,-39.562,71.194,39.554,49.17433152,-121.6778092,0
17.144,-0.5477,-1.0017,-0.108,-1.4694,-2.315,2.5169,-0.2546,0.7063,0.7308,848.9556,6.84,43.86,88.74,0,-89.673,60.868,101.159,49.17433152,-121.6778092,0
17.148,-0.5477,-1.0017,-0.108,-1.4694,-2.315,2.5169,-0.2546,0.7063,0.7308,848.9556,7.14,43.86,89.7,0,-89.954,60.868,101.159,49.17433152,-121.6778092,0
17.151,-0.5477,-1.0017,-0.108,-1.4694,-2.315,2.5169,-0.0884,1.1739,0.5124,848.9556,7.14,43.86,89.7,0,-89.954,60.868,101.159,49.17433152,-121.6778092,0
17.162,-0.5477,-1.0017,-0.108,-4.4067,-0.0875,-1.8243,-0.0884,1.1739,0.5124,848.9556,7.14,43.86,89.7,0,-89.954,60.868,101.159,49.17433152,-121.6778092,0
17.206,0.2384,-1.0296,0.1358,-4.4067,-0.0875,-1.8243,-0.0884,1.1739,0.5124,848.9556,7.14,43.86,89.7,0,51.038,75.077,-60.342,49.17433152,-121.6778092,0
17.214,0.2384,-1.0296,0.1358,-4.4067,-0.0875,-1.8243,-0.0884,1.1739,0.5124,848.9556,7.2,43.86,90.42,0,51.079,75.077,-60.342,49.17433152,-121.6778092,0
17.218,0.2384,-1.0296,0.1358,-4.4067,-0.0875,-1.8243,-0.1278,1.5564,0.4975,848.9556,7.2,43.86,90.42,0,51.079,75.077,-60.342,49.17433152,-121.6778092,0
17.224,0.2384,-1.0296,0.1358,-4.4067,-0.0875,-1.8243,-0.1278,1.5564,0.4975,849.1382,7.2,43.86,90.42,0,51.079,75.077,-60.342,49.17433152,-121.6778092,0
17.228,0.2384,-1.0296,0.1358,-4.4067,-0.0875,-1.8243,-0.1278,1.5564,0.4975,849.1382,7.2,43.86,90.42,0,51.079,75.077,-60.342,49.17433152,-121.6778092,0
17.231,0.2384,-1.0296,0.1358,4.4569,-0.5271,0.8508,-0.1278,1.5564,0.4975,849.1382,7.2,43.86,90.42,0,51.079,75.077,-60.342,49.17433152,-121.6778092,0
17.261,0.3772,-0.9455,-0.1134,4.4569,-0.5271,0.8508,-0.1278,1.5564,0.4975,849.1382,7.2,43.86,90.42,0,90.519,67.384,-106.735,49.17433152,-121.6778092,0
17.267,0.3772,-0.9455,-0.1134,4.4569,-0.5271,0.8508,-0.1278,1.5564,0.4975,849.1382,7.26,43.86,91.14,0,90.603,67.384,-106.735,49.17433152,-121.6778092,0
17.27,0.3772,-0.9455,-0.1134,4.4569,-0.5271,0.8508,0.0011,1.2155,0.3164,849.1382,7.26,43.86,91.14,0,90.603,67.384,-106.735,49.17433152,-121.6778092,0
17.282,0.3772,-0.9455,-0.1134,7.1689,-0.1165,-1.7411,0.0011,1.2155,0.3164,849.1382,7.26,43.86,91.14,0,90.603,67.384,-106.735,49.17433152,-121.6778092,0
17.33,0.343,-0.8346,-0.0357,7.1689,-0.1165,-1.7411,0.0011,1.2155,0.3164,849.1382,7.26,43.86,91.14,0,80.866,67.55,-95.947,49.17433152,-121.6778092,0
17.336,0.343,-0.8346,-0.0357,7.1689,-0.1165,-1.7411,0.0011,1.2155,0.3164,849.1382,7.26,43.86,91.74,0,80.959,67.55,-95.947,49.17433152,-121.6778092,0
17.343,0.343,-0.8346,-0.0357,7.1689,-0.1165,-1.7411,-0.147,0.7862,0.2482,849.1382,7.26,43.86,91.74,0,80.959,67.55,-95.947,49.17433152,-121.6778092,0
17.348,0.343,-0.8346,-0.0357,8.1566,0.3596,-0.8659,-0.147,0.7862,0.2482,849.1382,7.26,43.86,91.74,0,80.959,67.55,-95.947,49.17433152,-121.6778092,0
17.382,0.2018,-1.0784,-0.1628,8.1566,0.3596,-0.8659,-0.147,0.7862,0.2482,849.1382,7.26,43.86,91.74,0,117.92,76.482,-128.89,49.17433152,-121.6778092,0
17.388,0.2018,-1.0784,-0.1628,8.1566,0.3596,-0.8659,-0.147,0.7862,0.2482,849.1382,7.08,43.86,92.22,0,118.09,76.482,-128.89,49.17433152,-121.6778092,0
17.391,0.2018,-1.0784,-0.1628,8.1566,0.3596,-0.8659,0.0639,0.3558,0.2024,849.1382,7.08,43.86,92.22,0,118.09,76.482,-128.89,49.17433152,-121.6778092,0
17.395,0.2018,-1.0784,-0.1628,8.1566,0.3596,-0.8659,0.0639,0.3558,0.2024,849.2039,7.08,43.86,92.22,0,118.09,76.482,-128.89,49.17433152,-121.6778092,0
17.399,0.2018,-1.0784,-0.1628,8.1566,0.3596,-0.8659,0.0639,0.3558,0.2024,849.2039,7.08,43.86,92.22,0,118.09,76.482,-128.89,49.17433152,-121.6778092,0
17.406,0.2018,-1.0784,-0.1628,8.0629,-2.9241,-2.4328,0.0639,0.3558,0.2024,849.2039,7.08,43.86,92.22,0,118.09,76.482,-128.89,49.17433152,-121.6778092,0
17.441,0.087,-0.9612,-0.0963,8.0629,-2.9241,-2.4328,0.0639,0.3558,0.2024,849.2039,7.08,43.86,92.22,0,130.492,82.311,-137.919,49.17433152,-121.6778092,0
17.446,0.087,-0.9612,-0.0963,8.0629,-2.9241,-2.4328,0.0639,0.3558,0.2024,849.2039,6.9,43.86,92.52,0,130.632,82.311,-137.919,49.17433152,-121.6778092,0
17.449,0.087,-0.9612,-0.0963,8.0629,-2.9241,-2.4328,-0.0607,0.049,0.1609,849.2039,6.9,43.86,92.52,0,130.632,82.311,-137.919,49.17433152,-121.6778092,0
17.46,0.087,-0.9612,-0.0963,8.0104,-2.8023,-2.0146,-0.0607,0.049,0.1609,849.2039,6.9,43.86,92.52,0,130.632,82.311,-137.919,49.17433152,-121.6778092,0
17.511,-0.0088,-1.0134,-0.0694,8.0104,-2.8023,-2.0146,-0.0607,0.049,0.1609,849.2039,6.9,43.86,92.52,0,-176.94,86.049,172.782,49.17433152,-121.6778092,0
17.519,-0.0088,-1.0134,-0.0694,8.0104,-2.8023,-2.0146,-0.0607,0.049,0.1609,849.2039,6.72,43.8,92.82,0,-176.812,86.049,172.782,49.17433152,-121.6778092,0
17.527,-0.0088,-1.0134,-0.0694,8.0104,-2.8023,-2.0146,-0.0138,-0.1012,0.098,849.2039,6.72,43.8,92.82,0,-176.812,86.049,172.782,49.17433152,-121.6778092,0
17.532,-0.0088,-1.0134,-0.0694,8.0178,-4.5859,-2.0652,-0.0138,-0.1012,0.098,849.2039,6.72,43.8,92.82,0,-176.812,86.049,172.782,49.17433152,-121.6778092,0
17.569,-0.0581,-1.0271,-0.0489,8.0178,-4.5859,-2.0652,-0.0138,-0.1012,0.098,849.2039,6.72,43.8,92.82,0,-132.675,85.769,130.077,49.17433152,-121.6778092,0
17.574,-0.0581,-1.0271,-0.0489,8.0178,-4.5859,-2.0652,-0.0138,-0.1012,0.098,849.2039,6.78,43.74,93.06,0,-132.707,85.769,130.077,49.17433152,-121.6778092,0
17.578,-0.0581,-1.0271,-0.0489,8.0178,-4.5859,-2.0652,0.0107,-0.0884,0.0554,849.2039,6.78,43.74,93.06,0,-132.707,85.769,130.077,49.17433152,-121.6778092,0
17.584,-0.0581,-1.0271,-0.0489,8.0178,-4.5859,-2.0652,0.0107,-0.0884,0.0554,849.1584,6.78,43.74,93.06,0,-132.707,85.769,130.077,49.17433152,-121.6778092,0
17.59,-0.0581,-1.0271,-0.0489,8.0178,-4.5859,-2.0652,0.0107,-0.0884,0.0554,849.1584,6.78,43.74,93.06,0,-132.707,85.769,130.077,49.17433152,-121.6778092,0
17.595,-0.0581,-1.0271,-0.0489,8.3182,-6.2749,-2.1535,0.0107,-0.0884,0.0554,849.1584,6.78,43.74,93.06,0,-132.707,85.769,130.077,49.17433152,-121.6778092,0
17.619,0.0225,-0.927,-0.0387,8.3182,-6.2749,-2.1535,0.0107,-0.0884,0.0554,849.1584,6.78,43.74,93.06,0,144.885,87.238,-149.828,49.17433152,-121.6778092,0
17.621,0.0225,-0.927,-0.0387,8.3182,-6.2749,-2.1535,0.0107,-0.0884,0.0554,849.1584,6.96,43.62,93.24,0,144.785,87.238,-149.828,49.17433152,-121.6778092,0
17.624,0.0225,-0.927,-0.0387,8.3182,-6.2749,-2.1535,0.0117,-0.114,0.0533,849.1584,6.96,43.62,93.24,0,144.785,87.238,-149.828,49.17433152,-121.6778092,0
17.639,0.0225,-0.927,-0.0387,9.621,-7.0308,-2.2707,0.0117,-0.114,0.0533,849.1584,6.96,43.62,93.24,0,144.785,87.238,-149.828,49.17433152,-121.6778092,0
17.681,0.0366,-0.9387,-0.0797,9.621,-7.0308,-2.2707,0.0117,-0.114,0.0533,849.1584,6.96,43.62,93.24,0,149.674,84.661,-155.308,49.17433152,-121.6778092,0
17.687,0.0366,-0.9387,-0.0797,9.621,-7.0308,-2.2707,0.0117,-0.114,0.0533,849.1584,7.2,43.44,93.36,0,149.534,84.661,-155.308,49.17433152,-121.6778092,0
17.69,0.0366,-0.9387,-0.0797,9.621,-7.0308,-2.2707,0.0618,-0.2013,-0.1001,849.1584,7.2,43.44,93.36,0,149.534,84.661,-155.308,49.17433152,-121.6778092,0
17.7,0.0366,-0.9387,-0.0797,9.9171,-8.9964,-2.9661,0.0618,-0.2013,-0.1001,849.1584,7.2,43.44,93.36,0,149.534,84.661,-155.308,49.17433152,-121.6778092,0
17.745,-0.0132,-1.0545,-0.1457,9.9171,-8.9964,-2.9661,0.0618,-0.2013,-0.1001,849.1584,7.2,43.44,93.36,0,-179.175,82.103,174.825,49.17433152,-121.6778092,0
17.749,-0.0132,-1.0545,-0.1457,9.9171,-8.9964,-2.9661,0.0618,-0.2013,-0.1001,849.1584,7.56,43.26,93.48,0,-179.405,82.103,174.825,49.17433152,-121.6778092,0
17.753,-0.0132,-1.0545,-0.1457,9.9171,-8.9964,-2.9661,0.0202,-0.359,-0.0724,849.1584,7.56,43.26,93.48,0,-179.405,82.103,174.825,49.17433152,-121.6778092,0
17.776,-0.0132,-1.0545,-0.1457,9.9171,-8.9964,-2.9661,0.0202,-0.359,-0.0724,849.1472,7.56,43.26,93.48,0,-179.405,82.103,174.825,49.17433152,-121.6778092,0
17.779,-0.0132,-1.0545,-0.1457,9.9171,-8.9964,-2.9661,0.0202,-0.359,-0.0724,849.1472,7.56,43.26,93.48,0,-179.405,82.103,174.825,49.17433152,-121.6778092,0
17.783,-0.0132,-1.0545,-0.1457,9.1251,-12.2555,-4.0419,0.0202,-0.359,-0.0724,849.1472,7.56,43.26,93.48,0,-179.405,82.103,174.825,49.17433152,-121.6778092,0
17.8,0.0533,-0.9553,-0.0963,9.1251,-12.2555,-4.0419,0.0202,-0.359,-0.0724,849.1472,7.56,43.26,93.48,0,144.497,83.428,-151.06,49.17433152,-121.6778092,0
17.806,0.0533,-0.9553,-0.0963,9.1251,-12.2555,-4.0419,0.0202,-0.359,-0.0724,849.1472,7.92,43.02,93.6,0,144.287,83.428,-151.06,49.17433152,-121.6778092,0
17.809,0.0533,-0.9553,-0.0963,9.1251,-12.2555,-4.0419,-0.1385,-0.4293,-0.0767,849.1472,7.92,43.02,93.6,0,144.287,83.428,-151.06,49.17433152,-121.6778092,0
17.823,0.0533,-0.9553,-0.0963,9.1574,-13.0416,-3.7826,-0.1385,-0.4293,-0.0767,849.1472,7.92,43.02,93.6,0,144.287,83.428,-151.06,49.17433152,-121.6778092,0
17.86,0.0186,-0.8932,-0.0499,9.1574,-13.0416,-3.7826,-0.1385,-0.4293,-0.0767,849.1472,7.92,43.02,93.6,0,154.03,86.589,-159.59,49.17433152,-121.6778092,0
17.864,0.0186,-0.8932,-0.0499,9.1574,-13.0416,-3.7826,-0.1385,-0.4293,-0.0767,849.1472,8.28,42.72,93.72,0,153.818,86.589,-159.59,49.17433152,-121.6778092,0
17.865,0.0186,-0.8932,-0.0499,9.1574,-13.0416,-3.7826,-0.1097,-0.5987,-0.0085,849.1472,8.28,42.72,93.72,0,153.818,86.589,-159.59,49.17433152,-121.6778092,0
17.879,0.0186,-0.8932,-0.0499,7.978,-13.9104,-3.4557,-0.1097,-0.5987,-0.0085,849.1472,8.28,42.72,93.72,0,153.818,86.589,-159.59,49.17433152,-121.6778092,0
17.927,0.0327,-0.8014,-0.0269,7.978,-13.9104,-3.4557,-0.1097,-0.5987,-0.0085,849.1472,8.28,42.72,93.72,0,123.21,86.972,-129.446,49.17433152,-121.6778092,0
17.93,0.0327,-0.8014,-0.0269,7.978,-13.9104,-3.4557,-0.1097,-0.5987,-0.0085,849.1472,8.7,42.48,93.84,0,122.967,86.972,-129.446,49.17433152,-121.6778092,0
